product_id,rating,review_text,review_date
P458219,5,"First of all the container is so cute and I’m actually obsessed, after using this product for 3 days I’m already seeing major results it’s actually amazing. I will definitely be buying this product again.",2023-01-16
P270594,5,"First, the texture is very buttery and greasy, but it goes into the skin so fast!! This is like the perfect face base primer you can find to go under your foundation in winter time. I like the smell too, and the packaging feels so luxurious,  it looks amazing on my vanity.",2023-01-11
P480612,4,I received this product from Influenster to try. This moisturizer has a nice light scent. It’s great for combination/oily skin and keeps my skin hydrated especially in the winter months. I will be purchasing the full size!,2022-02-04
P433520,5,"OMG I am in love! I recived about a 5 day sample of this Magic Cream and I am hooked! My skin looked glowing, felt hydrated and smooth. It’s smell kind of reminds me of Ponds Cold Cream. It is thick and luxurious. The prices It high but it is so worth it because of the way it makes your skin look and feel. I am buying this next week.",2021-04-09
P417238,4,"Really nice product , so easy to use. The only thing i would say is it does have a kind of greasy feel to it when i rub my fingers on it but still works really well :)",2019-06-20
P232903,1,"This is the second KS product I’ve tried and I’ve determined her stuff isn’t for my skin type. After all the rave reviews, I bought Eradikate to help with some PMS acne. I used for 4 days consistently and despite burning, saw very minimal results. I returned the product -- if I’m going to put sulfur on my face, it better do the trick! I do not have sensitive skin typically, and and African American with combo skin. Will be staying clear of all KS products. I’m sure it’s awesome, but not for me.",2013-03-26
P297516,5,This creamy frothy face wash is the best! Lathers and moisturizes then rinses off easily leaving your skin soft and clean. A little goes a long way!,2013-10-16
P429952,3,"Unfortunately I had to return this. It reacted with my skin, even the reformulate that has no peppermint oil. It caused redness and a bit of irritation right away. When it dries my skin felt very dry and tight. I was  expecting something a bit more luxurious for the price. The Tatcha dewy skin cream is still my fave luxury moisturizer.",2022-11-22
P422905,3,"A good product that does what it claims, just like any other eye cream. Nothing was wrong with the product but at the same time, the price point for such a ‘basic’ product is why I’m leaving 3 stars.",2020-07-10
P309308,5,"This product was really wonderful and true to its claims of smoothing the appearance of wrinkles in a timely fashion. This product works true to its description and quickly! It really exfoliates, clarifies, smooths texture, brightens the look of dark spots, and plumps the apperance of fine lines. Definitely worth trying!!",2023-01-09
P269122,5,I’m almost mad at them for how good they are. The extra strength peel pads have been helping me so much. I’m in a strange category being in my mid 30’s trying to combat signs of aging and still having moderately acne prone skin (Especially cystic/hormonal breakouts). These target both areas for me all while refining my pores and Smoothing my texture. I don’t think I’ll ever go without these.,2020-07-01
P427421,1,"Sit on top of skin, doesn’t moisturize at all. Broke me out all the time. Wanted to love it but couldn’t.",2021-04-09
P480630,1,I never react to anything but this product made muy face red after 5 minutes.,2019-12-06
P269122,5,I used Dr. Dennis Gross skincare alpha beta extra strength daily peel the last few days . It really has been working great on my face. My skin feels so much more smooth. I love how it doesn’t dry out my skin.,2020-06-04
P409800,4,The wipes do a great job removing all my makeup at the end of my day. And OMG the scent!! LOVE IT!! I smell like roses even after I do a full face wash!,2017-01-24
P411387,5,IN LOVE!!! My face feels so clean after using and not tight as if product is sitting on my face. It’s also so safe and doesn’t hurt my eyes if I accidentally get some product in. I love this cleanser and will be buying more when I run out. It’s also amazing to know it’s sustainable and vegan!! Love love love,2020-07-18
P248407,5,"This product is totally worth it, and a little really goes a long way!",2016-02-16
P456412,5,"I love this cleanser. It’s not too harsh and doesn’t leave my skin dried out, but it doesn’t leave it too oily afterward. I used to have lots of clogged pores, but that has been dramatically reduced. I have combination skin and feel like this cleanser helps balance my skin out without overdrying or becoming too oily.",2018-04-30
P394639,2,"Had really high hopes based on the reviews. It’s very light weight smells good.. but Unfortunately it broke me out, and my skin isn’t even acne prone!!! Just sits in my drawer, afraid to give it a second chance.",2017-08-15
P269122,4,This was the first time i ever used a peel and i loved it. Made my face really soft and helped with my fine lines.,2019-06-06
P456398,4,"This product is really nice! Scent, SPF amount, and quality are amazing the texture is a little weird with the lotion but its lightweight and works well under makeup! Received this product for free from influenster to review",2020-05-07
P460779,5,I was very sun burnt and my skin was peeling and wanted to see if this would help! I exfoliating and applied this. Worked amazing! I’ve been using this since the day I got it and enjoy the glow and hydrating it gives. I didn’t have any problems with irritation. I will be buyin another one when this one is done.,2020-08-17
P480630,4,"Although a higher priced item (-star), I really enjoyed the Jet Lag Mask by Summer Friday as I believe in the quality and design of the product. It’s clean/no fragrance, moisturizing, and goes a long way with just a small drop. No need to wipe if your skin absorbs the product.",2021-08-26
P297516,5,This is the best face wash I have ever used. You need a dime sized amount to get the job done! Leaves your skin feeling clean and glowing.,2012-11-08
P122900,5,"I have really dry skin, especially because I live in a desert area, and this is PERFECT. I struggled to find a  moisturizer that works on my dry/oily skin and this worked for me! Highly recommend!",2018-06-11
P269122,5,"This product has been a total game changer. It has helped tremendously in getting rid of the bumps and redness caused by using other products that were not good for my skin. I do have sensitive skin so I would recommend not actually using it daily, as that worked best for me and my particular situation, but everyones skin is different. I really enjoyed this product and I think alot of other women would really enjoy it as well.",2019-08-17
P460779,5,"I received a sample of Skinlongevity Long Life Herb Serum from PinchMe. This new serum from Bare Minerals has just a light hint of scent. I like that this formula is for all ages and skin types. I have very sensitive skin so I have to use skincare specific to my skin type otherwise I get bumps or a rash. I had no irritation with this. The claims for the results you’ll see in your skin are great with improvement of fine lines, skin texture and radiance. Love this!",2020-12-03
P297524,5,This product is amazing! My face feels so smooth and tight after usng it. Since you only use it once a week it lasts for a long time. And a little goes a long way with this unlike boscia’s charcoal mask. I prefer this one over that since it’s easier to remove and it’s cheaper! This mask is a must!,2015-06-30
P470255,5,I’ve been using this sunscreen for 3 years and it haven’t broken me out yet. Works as a primer just like the Smashbox photo finish.,2022-06-15
P248407,5,"If I could give this a million stars I WOULD! No scent, makes my dry skin so soft and it’s made with amazing ingredients! I just bought the value size! If this product is ever discontinued I’ll be sad! I’ve used this for 5 years now. Did wonders for stretch marks while I was pregnant! And it’s come full circle! 4 years later and I still use this on my daughter and me :)",2020-08-25
P480612,5,"After cleansing my face with a scrub product, I would dry my face with a cleansing wipe before applying the cream. I love that the cream is light and have a soft scent. I loved that it leaves my skin feeling hydrated. My face feels moisturized for the entire day. I also loved that it is not oily.",2022-01-22
P480612,5,I received this product complimentary from Influenster. I love how healthy and hydrating this moisturizer is. Love the scent and leave my face smooth.,2022-01-28
P456412,5,"I really enjoyed using this cleanser. I can have normal or combination skin, depending upon the weather, but this cleanser did not cause me to break out or dry out. My skin felt nourished after using, and not stripped. I received a complimentary sample for testing purposes.",2019-05-08
P42204,4,I definitely feel as though this works better on my cuticles then it does on my lips! I wear it at night since we always have a fan going and it dries my lips out. But the consistency is very sticky which isn’t great when you have a pet that sleeps with you at night. Cat hair lips isn’t good when you wake up in the morning!,2012-07-10
P420652,5,"I had never really struggled with dry, cracked lips until I moved from the south to the midwest in the middle of December. Almost instantaneously, my lips started flaking, cracking, and peeling. Even applying lip balm 24/7 hardly helped and really only made them look better. That’s when I happened to stumble upon this product and I was so unbelievably thankful I did. The very first time I used this, I could see a visible difference in my lips. They both looked AND felt truly hydrated. I use this usually every other night but you could use it every night with no issues. It isn’t sticky to the touch and dries down a bit after a while, so I have no problems with it getting all over my pillow or my hair sticking to it. This is a must-have for me and has saved my lips!",2018-02-25
P480630,5,"Amazing product. I never rinse this product off, I use it mostly as a sleep mask and my skin is amazing in the morning. I use it about 3x per week in the winter and it keeps my skin calm and hydrated without clogging pores. My favorite skin care product of all time.",2019-02-11
P478030,4,"this gets the job done and it doesn’t leave a greasy film, doesn’t break the bank, and overall i’d recommend it. my only problem with it is that overtime it separated and came sorta melted? but i’m pretty sure that’s an error made by either sephora or the delivery company, and i also put it in the fridge to try and fix this before realizing that i just made it worse. it’s nothing i can’t handle, just shake it up a bit and use as normal :)",2021-09-20
P297516,5,I’ve used a few tubes of this over the years. It froths up so much with just a tiny amount. It’s not good at getting off waterproof mascara but I have another product for that. It feels good and skin is matte without tightness afterwards.,2017-05-07
P470255,3,"I’m so sad! This sunscreen went on amazing. I used this before makeup and it gave my skin this beautiful filtered look. Unfortunately my skin hates almost every sunscreen and this did not work out for me. I broke out all over face and neck and chest. It seems to work for the majority but if you have sensitive skin, proceed with caution.",2019-07-16
P297524,5,"I love this mask! Originally bought it as a gift for my sister and she was kind enough to let me try it a few times; that was all it took for me to order my own. I use this mask once or twice a week at night after a gentle cleanser/exfoliater, and it is fantastic at helping minimize pores and clear up breakouts. Make sure your face is dry or only slightly damp before applying (or else it slides right off your skin), and let it set for a few minutes. I’ve also used it as a spot treatment on some problem areas and it really speeds up the healing process for breakouts. You’ll want to moisturize after using it though, as it does tend to be a little drying. But aside from that, it’s never bothered my super sensitive skin.",2014-12-19
P218700,5,"Loved it, made my skin feel and look amazing. I’m on my second bottle, it’s great for dry skin and redness.",2022-03-07
P7880,5,Use it twice a day ! Just amazing! Doesn’t take off make up but thats what make up remover is for! Amazing for people with sensitive skin or rosacea !!,2015-11-05
P411540,4,"This product feels a little heavy for my skin type, but it works really well to smooth out my complexion and cover redness",2017-05-27
P417238,5,"I’ve used several other first cleansers, from balms to oils, and none compare to this. It melts everything away, has a light ginger-y scent, and rinses away without stripping or leaving a film in my face. Will definitely be a repurchase for me!",2018-06-12
P423688,3,"I received a few samples of the Dermologica Microfoliant complimentary from Dermologica Sampling. Unfortunately, my skin did not react well to it. I think the foaming action mixed with the physical exfoliant dried my skin out and caused a good bit of damage. I’m used to using physical exfoliants, so I’m not sure why this didn’t work for me. I would recommend being extra gentle the first time you use it!",2022-08-28
P309308,5,Im 34 and my skin looks fabulous after using this stuff every other night for two weeks.. I dont think my skin has looked this good since my preteen days lol. Give it a try!!! My skin is SOOO smooth and my pores look smaller!! Love love love!!,2018-04-27
P232915,2,this is a little more than I normally spend on a skincare product and I expected to really be dazzled. I can’t say it works any better than previous exfoliation products - even those from the drugstore. I don’t think i will purchase again.,2010-06-24
P481817,4,I love this spray! I usually apply it after my toner and before my moisturizer& it makes my skin look great.,2017-09-19
P470255,5,"LOVE LOVE LOVE this sunscreen!! it is weightless, dries matte and leaves my skin feeling so flawless. i have a normal-oily skin and my skin does not look oily at the end of the day if I don’t have make up on.",2019-01-11
P471546,4,"I tend to get rosacea and heat bumps on my forehead when I get too much sun and this definitely helped to limit the spread of them.  Whenever I get these bumps on my forehead and cheeks it becomes painful, itchy, and reallly red but I have been applying this in the daytime to help calm my skin and it really helps!!! If I get those bumps and redness I have to use my retin A at night but I still needed something in the daytime which this helps. The color correction does a good job of correcting the redness and the SPF is a plus for me.  The product does have a slight medicinal/herbal scent which doesn’t bother me (I like these scents).  The only issue with this product is that it says to apply liberally but I can’t apply too much and can only apply a small amount on my face otherwise it tends to get pretty dry in some areas and oily on my t-zone.  If you want a very light color corrector for everyday this is for you!",2017-06-28
P443563,4,It looks great on and it smells amazing. However- I feel like I’m always reapplying it and the shine goes away so fast.,2020-04-20
P453816,5,"I currently own this cleansing balm in both the smallest and largest sizes it comes in. I will say that the best and most thorough way to remove all of your makeup from your face and even if you don’t wear makeup, just sunscreen alone is through using a cleansing balm like this one. Most sunscreens aren’t easily removed with just facial cleanser alone. When it comes to makeup, you must use a separate product to thoroughly remove that, but all makeup removers definitely aren’t created equal. This one is honestly the absolute best that I have ever used. It breaks down sunscreen and makeup better than anything else that I have ever used before in my life, and it doesn’t irritate my skin or my eyes, and it also rinses away completely from off of the skin, without any greasy residue. You do have to thoroughly rinse this off, but as long as you do that, you should have 0 problems with it clogging your pores at all. This product goes on like a thick balm, but it immediately liquifies upon contact with your skin. It has a slight waxy smell to it, but it’s a balm so that is not a con, because the smell is not strong in any way and it definitely does not linger. I have very sensitive eyes and this product doesn’t bother my eyes at all. Honestly, if you came home late at night and were super tired and didn’t feel like going through your entire nighttime skincare routine, you could just use this one product and go to bed. This product is definitely one that I wholeheartedly recommend that teenagers, just as well as, adults get today. Because, it will make a huge difference in your nighttime skincare routine like never before. Plus, it will be able to 100% remove all of your sunscreen and/or makeup from your face at night, so that way, you won’t ever have to worry about possibly breaking out due to leftover sunscreen and/or makeup on your face that had not been thoroughly removed. This product truly is both life and skin-changing I swear!",2022-09-21
P441644,5,"my skin felt so clean, got rid of the oils and gunk but my skin wasn’t tight or uncomfortable afterwards and i massaged my skin with the cleanser for quite a while. smells a little like kale nothing",2022-09-15
P442563,5,i have never used this product in my face. my face is a baby and im afraid of it being to harsh. HOWEVER i love this on my body about once a week or so usually on shaving days i put this on my body and i,2022-08-27
P427421,5,"Provides a velvety soft texture to skin when applied. Sinks in nicely. Is not aggravating my sensitive acne prone skin, which is rare for me with moisturizers. Love.",2018-01-11
P426183,4,I started using this product a week ago and I love how it makes my skin feels smooth it comes on super late and then and doesn’t make my skin feel sticky or tacky I will totally continue to use this product,2021-05-25
P411540,1,"I wanted to love this product because of how viral it went. However, it’s not good for fair skin tones with neutral/cool undertones. The scent is too strong but other than that it does look pretty on the skin but the colour is just bad. It turns so many shades darker than your skin tone (for pale skin) with a strong yellow/orange undertone.",2022-04-26
P218700,5,This is so good for my dry and sensitive skin.. i use this every night and morning after cleansing my face. This is the best product.,2019-01-19
P122900,5,"I found the Dramatically Different cream was too heavy for my combination skin, so I was very happy when they came out with the gel. It goes on so silky, absorbs quickly and leaves me skin feeling so smooth. I use it morning and night. It doesn’t have any fragrance and doesn’t cause breakouts. I love this stuff!",2009-02-25
P42204,5,Absolutely luv this salve it’s perfect for the winter months when it’s super cold and my lips and cuticles get chapped and dry,2014-11-02
P297516,4,Love love love it! Will be repurchasing!,2018-11-25
P409800,5,I love the Sephora coconut water wipes! They are so refreshing and remove all my makeup. And so easy to use.,2018-05-24
P394624,5,"I have to say I am pretty obsessed with this product. The cream feels so nice on my skin, it makes it feel hydrated. It’s not too thick, a little goes along way! Highly recommend !",2020-11-18
P456398,4,I really like the shiseido sunscreens!! You don’t need a lot of product to cover your face or body bc the consistency is very thin and watery. It doesn’t have a strong sunscreen smell which I appreciate! It also stays on almost all day long. My only small complaint is that it can leave a white cast on the face.,2020-12-07
P218700,4,"I have not used it long enough to get a good result yet..But it feels good, not greasy and makes my skin soft.",2010-01-01
P12573,4,"I think petrolatum based balms are best for protecting my lips while doing anything outdoors (running/working/etc). I bought this because of the high spf. So happy it doesn’t taste of chemical spf. It tastes very lightly of whatever scent it has, more scented than flavored. A nice finish, not glossy, totally man friendly. If you have a guy that works outside, or works out outside, he needs this. Regular petrolatum has a glossy finish, slides around/off, and has no spf. This has a natural finish, stays in place for a decent amount of time, and has high spf. I love this balm for protecting my lips when outdoors, but if I’m inside, I use something more hydrating that doesn’t have spf. My favorites for hydrating are aqu@ph0r, can’t figure out why it is different than regular v@sel!ne but it is and its not glossy. That or lanolin salve, a little glossy...not bad. I use one of them before bed or if I’m sitting around the house. If you are a young guy, it may be embarrassing to buy lanolin, but it works like nothing else, an amazing salve all around. Docked a star because I do not like that these have parabens, remove those and this would be a 5 star product.",2013-10-11
P441644,5,I’m in love with this cleanser! It cleanses your face but does it very lightly. No harsh chemicals to irritate your sensitive skin. I even got my daughter using it now.,2020-05-27
P248407,5,"I have had very dry, flaky skin for years and have tried so many products, only to find they don’t work. I purchased this cream based on reviews here. The cream is thick and is not greasy. Makeup goes on smoothly and doesn’t flake as it previously would. It’s probably too thick for summer, but for winter, it is great. I’d definitely purchase this again.",2010-12-26
P126301,5,"i got a small size of this to try while i was waiting for my online order or IT bye bye makeup and it’s quickly becoming a favorite to remove my makeup at the end of the day. I use foundation, setting powder, blush, highlighter and mascara and this takes it all off. Great addition to my daily skin care.",2019-02-11
P460779,5,this felt amazing. my skin felt and look great after a month of using this,2021-01-09
P297524,5,Buying this mask i was expecting to some some results in the overall look of my pores and complexion...I was completely surprised when my previously rather noticeable pores shrank after one use and continue to maintain that level of consistancy eeach week wilth my further uses. :Definately reccommend..,2012-02-09
P394624,5,I’ve been using this product for years!! No matter what I try I always come back to it. It’s light weight but still keeps my skin super moisturized throughout the day! 10/10 would recommend.,2020-03-05
P427419,5,I love The Ordinary. They are affordable and their products are easy to add to my everyday skin care routine.,2021-02-16
P7880,5,"I just received a free sample and even after one use my face felt so much cleaner. I was starting to break out a lot, because I always do once a month and this really cleared it up.",2014-03-19
P427417,1,"This product is advertised all over IG and I was so excited to try! On the 3rd week of use I got a huge cystic pimple and thought it was purging. I took a break for a few weeks then again, on the 3rd week same problem. My pimples stain horribly so this caused more problems than good. Ordinary just doesn’t work for me as I’ve tried other products and same problem. Given the price, I’m thinking the quality isn’t that good. It’s worth a shot because it does wonders for others but if you notice pimples after 2-3 weeks that’s not purging - I would say stop it immediately as you don’t want the pimples to get worse!",2021-05-29
P12573,5,"Never buying any other lip balm or Chapstick. After I misplaced this lip balm, I bought a Burt’s Bees lip balm, which I always used before, in the mean time and it does not compare. This product is really the best for my dry lips & perfect right before applying my matte lipsticks. The black tea & raspberry smells so good",2016-08-05
P297516,2,It doesn’t do much for me. I felt like I wasn’t getting a clean enough wash (even using this with my Clarisonic) and I was getting blackheads. Smell is also quite medicinal imo. My face has gotten a clearer canvas ever since I switched away from this product.,2017-12-19
P248407,5,"I have combination acne prone skin and was searching for a daily moisturizer that would help protect my skin and also not cause more pimples. This is the one. Its on the heavier side, which I would normally shy away from, but this cream absorbs very well into my skin, leaving it feeling calm and soft. It has also never caused an acne flare up for me and instead seems to calm my skin. Before using this product my face was a mess of volcanic acne eruptions, complete with dark acne scars. “Skin care“ for me meant scrubbing my face a thousand times a day and using every face mask under the sun. I stopped all that thank goodness, and started to treat my skin gently. This has worked wayyy better than bouncing between products and trying new harsh scrubs every other week. I now treat my skin as if it is sensitive and have a true routine using just a few products.  This product is key to that, and I use it night and day and night to protect my skin and calm any redness and irritation. I would definitely recommend trying this product - even if you don’t end up loving it for your face, its great to use on your hands (especially because I’m washing them so often now). Each tub lasts a crazy long time too so the price is worth it.",2020-08-14
P480630,4,Really have enjoyed using this summer Fridays jet lag overnight face mask really lives the skin feeling soft and ready for a good night’s sleep while your skin soaks up all the nutrients. This item was given to me by summer Fridays,2021-07-05
P442563,5,"I’ve used the DE BF for a few months and while I liked it, I wasn’t fond of the price point so I kept buying minis and samples. When I was researching this product, I was a little scared because the acid concentrations are higher than DE and it lacks the soothing ingredients that DE has. But, I realized that at this price I had nothing to lose and I could just return it if I really didn’t like it. Y’all. When I say this blows the other peel out of the WATER. It tingled a little the first time I used it which, as a regular user, made me a little wary. But the tingle was gone as quickly as it came. I washed it off, applied my moisturizer/oil and went to bed. The next morning my skin had been TRANSFORMED. Bright and glowy and smooth in a way I hadn’t seen for a long time. Definitely a holy grail product and, for real, at this price you can’t go wrong.",2019-07-31
P218700,1,"DId not work for my oily, sensitive skin. Used it for a week and made me break out! Tried it on my hair too, made it feel too greasy. Wanted to love this product!",2013-09-17
P456412,5,I love this face wash from Korres. I use it every night to cleanse everything from the day. After each use I feel refreshed and renewed. I will definitely be buying the full size to maintain my newly bright and refreshed skin!,2019-03-31
P420652,5,"I love this stuff. I have a travel/mini I got as a sample that I carry in my purse and refill with the big one. It’s perfect. Is smells wonderful, leaves your lips so soft and tastes good if that happens. And the Spatula it comes with is so amazing and cute. I keep it in my purse (it has a little carrying pouch) for my mini and use the small end of my moisturizer scoop for this. It seriously is perfect and lasts FOREVER. GREAT VALUE",2019-10-18
P418218,2,"I was here before all the hype. I enjoyed this but after a years worth of using, I never saw any difference. I enjoy the smell and the feel is nice. But when they raised the price on the product after the hype, I had to let it go.",2019-12-08
P471546,5,"I initially got this as a small sample, tried it and wasn’t impressed at all. I just thought I looked green and it was drying. So I threw it out. Of course, the sample came with no directions, which was key. I then received a larger jar in a gift pack with the cicapir serum and moisturizer as a stocking gift from my husband. That one had directions, which said you needed to put it on OVER MOISTURIZER. That’s the key. It’s NOT a moisturizer, it’s a correcting cream with sunscreen. And you have to blend it in, the same way you would with a foundation. I have light skin and dryness on my cheeks but over a moisturizer it’s not drying at all, for me. I think maybe many of the reviews saying it’s drying aren’t using it over a moisturizer. It REALLY corrects well, and I find I can get away without foundation pretty well without it if I want a no makeup look. Which is saying a lot because I really don’t like how I look without foundation and wear it most of the time.",2022-01-21
P378852,5,"I have used almost 2 entire jars of this. I really like it, it’s a great light weight moisturizer for the morning. I don’t use it at night because it is fairly light. My skin is prone to breaking out but this product & orgins in general really is pretty great for my skin type, normal to dry.",2017-03-10
P297516,5,I bought this in the sephora sample sized favorites face wash set. Writing a review after one use. Will update further into regimen if remember. Smelled glorious but without being too fragranced. Fresh minty smell while washing followed by just nice subtle clean smell . I Used way too much. Used to inferior cleansers i guess. Probably only need pea sized amount. Can see this reasonably priced face wash lasting forever. Loved the rich frothiness. Washed off a full foundation face and felt squeaky clean afterwards:) did have to scrub eye makeup a bit but rest of face was naked clean. My face does feel nice smooth clean but with a slight tightening. Probably cause i used too much. Will follow with josie marans argan oil tomorrow. Face smelled heavenly afterward without being overpowering or perfumey. Just fresh and clean:) loving it. After 1 use plan on buying full size. Thanks to sephora for value sets and free deluxe samples!!!,2016-01-16
P421275,5,"These are amazing! I was a little skeptic reading the comments, but I tried them anyway and absolutely love them. I get “underground” (under the skin) pimples and I use these for 2-3 nights in a row. It takes away the soreness the next morning and looks back to normal the following day. Love this product and am ordering more now!",2022-03-02
P411540,3,"I want to love it, I really do. Unparalleled redness correction but it might be a skip for sensitive skin.Pros: literally melts away redness, great coverage, looks really good onCons: destroys my skin with a painful reaction and makes breakouts worse no matter how I moisturize underneath it (oils, gels, heavy creams, etc) and the texture is a little weird, almost spackle like",2021-07-27
P456412,4,"This stuff is amazing! I love that it left my skin feeling tight and clean. It contains alcohol, but it’s the type of alcohol that’s supposed to be good in skin care. I received a sample in my VoxBox from Influenster and I would recommend!",2019-04-07
P309308,1,"A good lactic acid formula requires an acidic base (pH 3.5-3.0, or less); this one is “neutral.“ When you ask a Sephora host what the pH is, you get that “deer-in-headllights“ look. Worse, when you call the company they say it’s “proprietary. Really? What’s proprietary about pH? The flattering reviews of this brand must include some quid pro quo, because no one who knows chemistry, formulas, ingredients, skin and dermatology would EVER endorse such inferior, shoddy products. I know Sephora carries it all; unfortunately, “all“ also covers poor.",2019-06-02
P42204,5,"This is the best lipalm ever. It really helps dry, flaky, chapped lips become soft and supple again. Not too greasy with just the right amount of shine. Even my 12 year old son likes it when his lips are chapped. You use very little so it last a long time.",2008-11-23
P378852,5,"Been looking for a nice day moisturizer for a while. Love this one. Lightweight, not greasy at all, and smells like oranges! Plus the price is decent. Love.",2014-07-10
P427419,2,I so badly wanted to love this and for this to be a HG product but I ended up having to toss it. Why I gave 2 stars is because on the positive side it’s cheap and I feel it may have been me not having a tolerance/finicky skin? But let me just tell you...I had an awful experience. I put it on after my cleanser and before my moisturizer (kind of mixing them together) not realizing what it would do to my skin long term. MY SKIN PEELED. LIKE A SNAKE. It got so dry and I started breaking out like crazy!!! I wish I had a good experience and maybe it would’ve been better if diluted but be careful anyone who has even sort of sensitive skin!,2018-04-14
P433520,3,This product would work great for normal to dry and more mature skin types than mine. It did work okay for me because I’m currently on tretinoin and have combo skin. I just don’t want to risk using it more while I’m retinizing. My other gripe is the price. I probably would never spend $100 on a moisturizer.,2021-03-29
P427417,5,"This is a great serum for all skin types for the multitude of reasons to use niacinamide. The price, value and the results you will see on your skin cannot be beat.",2021-11-17
P450271,5,Love! Love! Love it!  Melts off every bit of make-up (mascara too!) rinses clean and leaves skin oh so smooth. Kinda pricey but it doesn’t take much so should last a while.,2018-12-17
P418218,2,Was moisturizing but made me breakout so bad. Kind of upsetting given the price point and it was supposed to be light weight. Maybe just not for acne prone skin.,2021-04-22
P409800,4,The wipes work so well and the non-exfoliating side feels really nice on my skin. Most wipes are harsh on my skin but not these. The exfoliating side however feels like sandpaper and I only used it on my hands after putting on my makeup. Definitely will get another pack but this time a non-exfoliating one.,2019-04-16
P7880,5,I really enjoyed this when I used to use it I want to repurchase this again so I might soon! it smells like cucumbers and its very gentle even for sensitive skin types cause  have sensitive skin. my face never felt tight but lets see how it works now cause I haven’t used this in years,2018-04-17
P248404,5,"I love this face cleanser. It removes oil and makeup very well without drying my skin. I have a sensitive skin, but this product didn’t cause any trouble. It’s very gentle and nice.",2013-03-15
P409800,4,"I like them. they clean well, but the exfoliating side is no joke. feels a bit like sandpaper. I don’t recommend them for people with sensitive skin.",2017-03-08
P442563,5,"Great, simple peel. Light weight on the skin with a slight warming sensation. Every time after I use this product I can feel my skin absorbing my moisturizing fulling. If you have fair skin, I would recommend only using this at night as it can leave a slight red tint on the face.",2020-03-29
P450271,5,I LOVE this stuff and use it as my first cleanse every night.  Great balm-to-oil consistency that literally melts off my makeup.  It rinses easily (I use a face cloth) and my skin feels great after use.  I never go without it and was excited to try a new scent.  Great product!,2019-10-09
P460779,5,"Enamorada de este producto, lo utilizo de día y de noche y deja un aspecto súper saludable en la piel, es refrescante y deja el rostro suave! Me encanta !!!",2020-08-26
P248404,5,i use this cleanser every morning and after i work out and it has been a game changer. it is so gentle and great for people with sensitive skin. it leaves your face feeling nice and clean without drying it out. you only need to use a little bit because it lathers nicely which is also a plus because it makes it last longer than most products. AND it’s inexpensive! it’s one of my holy grail products,2019-03-05
P394639,5,"My holy Grail moisturizer! I have really problematic skin and I’ve been trying to figure out if it’s actually dry, combination, oily, or just dehydrated and over-exfoliated. I’ve tried many different moisturizers for different skin types, yet I keep coming back to this one. My skin always feels so soft and looks so healthy when I use this. It’s so lightweight and hydrating! I will probably forever repurchase this.",2019-05-12
P12573,5,"I’m new to this product,, but I’m going to keep buying it - I put it on every evening before I go to bed and wake up with soft, smooth lips. It’s a keeper,.",2010-05-04
P470255,5,Order this for a trip to Mexico. I am incredibly fair skinned and this saved my face.,2019-06-13
P248407,5,This cream has been helping so much with my dry face. I put it on my cheeks every night and morning and it is even helping with the reddness. I highly suggest anyone to get this product. Perfect night cream.,2015-02-03
P126301,5,"I ABSOLUTELY love this product!  I didn’t think I would find a cleansing balm that wasn’t super thick on rinsing (like the Pond’s Cold Cream) and that didn’t leave a residue -- but I finally found it!!! My heart is so happy and it makes for such an easy makeup removal routine; I will be tossing out my makeup remover wipes (which burn my eyes anyways).  This product doesn’t burn my eyes and I can open them despite me rubbing in the product.  A little goes a long way and rinsing is super easy, comes right off.  I think its definitely worth the money!!  My only complaint is that it doesn’t seem sanitary to use your fingers every time, unless you wash them right before taking product.  I REALLY wish it came with a little spatula.",2019-10-10
P248407,5,"For about 5 years now I’ve had this weird from of eczema on my upper arms. I was always self conscious of my arms because they were red, irritated and had strange bumps all over them. I’ve tried tons of different creams to help it and non seem to do the trick. I picked this up on a whim in store and boy was that the best decision of my life. Within 4 days there is already a visible difference, so much that I’ve gotten comments on how much better they look. It absorbs instantly leaving my arm smooth, unscented and not irritated. Ill defiantly buy the bigger size soon and continue to use this product.",2013-04-08
P426183,5,"i HAVE BEEN USING THIS PRODUCT SINCE IT WAS INTRODUCED TO THE US. ABSOLUTELY LUV WHAT IT DOES TO MY SKIN. I AM 60 W/VERY FEW DEEP WRINKLES,NO FINE LINES AND AM RELIGIUS ABOUT USING THIS PRODUCT DAILY. IT REALLY DOES WHAT IT SAYS.",2013-08-11
P232903,1,ORDERED 06/2019EXPIRED 03/2019gross.,2019-06-15
P297524,4,"Love this mask. I dont have troublesome skin but I use this once a weeks to get make my skin soft. It’s also great as a spot treatment over night if you have a pimple or two, just put a bit on go to sleep and in the morning they are gone :)",2017-08-15
P460779,5,The packaging on this product is brilliant. I’ve only been using the serum for a couple weeks but so far so good. There’s no harsh smell or sticky feeling. Will definitely keep using,2020-07-27
P297524,2,"Definitely made my face feel clean and refreshed. However, the next few days i began getting random small pimples (I never get pimples). Decided to try again the week after and got the same results. Can be a good product for oily/very oily skin, but not good for combo-more on the dry side, skin.",2020-03-15
P429952,5,This is the best skin care product I’ve every purchased. The entire feeling of my skin has changed since I began using this mask. I’ll use it after a long work day or sleepless night. It makes my skin soft and smooth.,2018-10-14
P122900,5,Awesome product! Been using this for sometime now.,2018-01-10
