product_id,product_name,brand_name,primary_category,secondary_category,tertiary_category,price_usd,sale_price_usd,ingredients,highlights,rating,review_cnt,rating_avg
P453816,Mini Take The Day Off Cleansing Balm Makeup Remover,CLINIQUE,Skincare,Mini Size,,14.0,14.0,"['Ethylhexyl Palmitate, Carthamus Tinctorius (Safflower) Seed Oil, Caprylic/Capric Triglyceride, Sorbeth-30 Tetraoleate, Polyethylene, Peg-5 Glyceryl Triisostearate, Water, Tocopherol, Phenoxyethanol.']","['Vegan', 'Community Favorite', 'Fragrance Free', 'allure 2021: Clean Beauty Winner', 'Best for Dry, Combo, Normal Skin', 'Without Sulfates SLS & SLES']",4.5294,4373,4.529384861651041
P456412,Greek Yoghurt Foaming Cream Cleanser,KORRES,Skincare,Cleansers,Face Wash & Cleansers,28.0,28.0,"['Aqua/Water/Eau, Sodium Cocoyl Isethionate, Coco-Betaine, Cetearyl Alcohol, Disodium Lauryl Sulfosuccinate, Zea Mays (Corn) Starch, Glycerin, Cocamidopropyl Betaine, Sodium Chloride, Magnesium Aluminum Silicate, Sodium Methyl Cocoyl Taurate, Glyceryl Laurate, Sclerotium Gum, Alpha-Glucan Oligosaccharide, Amaranthus Caudatus Seed Extract, Chlorella Vulgaris Extract, Citric Acid, Hydrogenated Castor Oil, Hydrolyzed Rice Protein, Lactic Acid, Lactis Proteinum/Whey Protein/Protéine Du Lait, Lactobacillus, Lactose, Laminaria Digitata Extract, Lonicera Caprifolium (Honeysuckle) Flower Extract, Lonicera Japonica (Honeysuckle) Flower Extract, Maltodextrin, Maris Aqua/Sea Water/Eau De Mer, Pentylene Glycol, Phenethyl Alcohol, Polymnia Sonchifolia Root Juice, Saccharide Isomerate, Sodium Cocoyl Alaninate, Sodium Phytate, Titanium Dioxide, Yogurt, Yogurt Powder, Phenoxyethanol, Sodium Benzoate, Parfum/Fragrance.']","['Good for: Redness', 'Clean at Sephora', 'Good for: Dryness']",4.5667,4186,4.566650740563784
P418218,The Water Cream Oil-Free Pore Minimizing Moisturizer,Tatcha,Skincare,Moisturizers,Moisturizers,70.0,70.0,"['Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin, Diglycerin, Diphenylsiloxy Phenyl Trimethicone, Gold, Belamcanda Chinensis Root Extract, Rosa Multiflora Fruit Extract, Houttuynia Cordata Extract, Sophora Angustifolia Root Extract, Sodium Hyaluronate, Lecithin, Pistacia Lentiscus (Mastic) Gum, Sodium Chloride, Sodium Citrate, Mica, Peg-9 Polydimethylsiloxyethyl Dimethicone, Dimethicone/Peg-10/15 Crosspolymer, Dimethicone/Phenyl Vinyl Dimethicone Crosspolymer, Disodium Edta, Tin Oxide, Titanium Dioxide, Butylene Glycol, Ethylhexylglycerin, Parfum/Fragrance, Alcohol, Phenoxyethanol. *Hadasei-3.']","['Community Favorite', 'Good for: Pores', 'Hydrating', 'Clean at Sephora', 'Oil Free', 'Best for Oily, Combo, Normal Skin']",4.0245,4167,4.023518118550516
P454794,Mini The Water Cream,Tatcha,Skincare,Mini Size,,22.0,22.0,"['Water, Saccharomyces/Camellia Sinensis Leaf/Cladosiphon Okamuranus/Rice Ferment Filtrate*, Dimethicone, Propanediol, Glycerin, Diglycerin, Diphenylsiloxy Phenyl Trimethicone, Gold, Belamcanda Chinensis Root Extract, Rosa Multiflora Fruit Extract, Houttuynia Cordata Extract, Sophora Angustifolia Root Extract, Sodium Hyaluronate, Lecithin, Pistacia Lentiscus (Mastic) Gum, Sodium Chloride, Sodium Citrate, Mica, Peg-9 Polydimethylsiloxyethyl Dimethicone, Dimethicone/Peg-10/15 Crosspolymer, Dimethicone/Phenyl Vinyl Dimethicone Crosspolymer, Disodium Edta, Tin Oxide, Titanium Dioxide, Butylene Glycol, Ethylhexylglycerin, Parfum/Fragrance, Alcohol, Phenoxyethanol. *Hadasei-3.']","['Community Favorite', 'Good for: Pores', 'Hydrating', 'Clean at Sephora', 'Oil Free', 'Best for Oily, Combo, Normal Skin']",4.0245,4167,4.023518118550516
P122900,Dramatically Different Moisturizing Gel,CLINIQUE,Skincare,Moisturizers,Moisturizers,32.5,32.5,"['Water, Dimethicone, Isododecane, Butylene Glycol, Bis-Peg-18 Methyl Ether Dimethyl Silane, Glycerin, Laminaria Saccharina Extract, Polygonum Cuspidatum Root Extract, Saccharomyces Lysate Extract, Cucumis Sativus (Cucumber) Fruit Extract, Hordeum Vulgare (Barley) Extract/Extrait D’orge, Helianthus Annuus (Sunflower) Seedcake, Caffeine, Trehalose, Sodium Hyaluronate, Tocopheryl Acetate, Chamomilla Recutita (Matricaria), Polysilicone-11, Silica, Propylene Glycol Dicaprate, Oleth-10, Lactobacillus Ferment, Laureth-23, Laureth-4, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Carbomer, Caprylyl Glycol, Hexylene Glycol, Tromethamine, Disodium Edta, Phenoxyethanol, Potassium Sorbate, Yellow 5 (Ci 19140), Red 4 (Ci 14700), Yellow 6 (Ci 15985) Lotion.']","['Best for Oily Skin', 'Without Phthalates', 'Fragrance Free', 'Oil Free', 'Without Parabens']",4.4383,3976,4.438128772635815
P409800,Cleansing & Exfoliating Wipes,SEPHORA COLLECTION,Skincare,Cleansers,Face Wipes,3.0,3.0,"['Water, Caprylic/Capric Triglyceride, Glycerin, PEG-40 Hydrogenated Castor Oil, Phenoxyethanol, Benzyl Alcohol, Ethylhexylglycerin, Fragrance, Glyceryl Stearate, Lauryl Glucoside, Sodium Lauroyl Lactylate, Cetearyl Alcohol, Citrullus Lanatus (Watermelon) Fruit Extract, Sodium Stearoyl Lactylate, Potassium Sorbate, Sodium Benzoate, Tocopherol.']","['Clean at Sephora', 'Good for: Dryness', 'Best for Dry, Combo, Normal Skin']",4.3383,3828,4.337774294670846
P427419,Hyaluronic Acid 2% + B5 Hydrating Serum,The Ordinary,Skincare,Treatments,Face Serums,15.7,15.7,"['Water, Sodium Hyaluronate, Pentylene Glycol, Propanediol, Sodium Hyaluronate Crosspolymer, Panthenol, Ahnfeltia Concinna Extract, Glycerin, Trisodium Ethylenediamine Disuccinate, Citric Acid, Isoceteth-20, Ethoxydiglycol, Ethylhexylglycerin, Hexylene Glycol, 1,2-Hexanediol, Phenoxyethanol, Caprylyl Glycol.']","['Vegan', 'Hyaluronic Acid', 'allure 2019 Best of Beauty Award Winner', 'Community Favorite', 'Without Silicones']",4.2133,3793,4.2101239124703405
P443563,Lip Glowy Balm,LANEIGE,Skincare,Lip Balms & Treatments,,18.0,18.0,"['Hydrogenated Polyisobutene,Phytosteryl/Isostearyl/Cetyl/Stearyl/Behenyl Dimerdilinoleate, Hydrogenatedpoly(C6-14 Olefin), Diisostearylmalate, Polybutene, Phytosterylisostearyl Dimer Dilinoleate,Microcrystalline Wax /Ceramicrocristallina / Ciremicrocristalline, Butyrospermumparkii (Shea) Butter, Sucrosetetrastearate Triacetate,Synthetic Wax, Ethylene/Propylene/Styrene Copolymer,Mica, Astrocaryum Murumuruseed Butter, Euphorbia Cerifera(Candelilla) Wax / Candelillacera Hydrocarbons / Ciredecandelilla, Butylene/Ethylene/Styrene Copolymer, Fragrance, Candelilla Wax Esters,Dehydroacetic Acid, Dimethicone,Methicone, Copernicia Cerifera(Carnauba) Wax / Coperniciacerifera Cera / Cire De Carnauba,Polyglyceryl-2 Triisostearate,Red 7 Lake (Ci 15850), Red 6 (Ci15850), Water, Propanediol, Bht, Lyciumchinensefruit Extract, Rubus Idaeus(Raspberry) Fruit Extract,Vaccinium Angustifolium(Blueberry) Fruit Extract,Coffea Arabica (Coffee) Seedextract, Sapindus Mukorossifruit Extract, Vacciniummacrocarpon (Cranberry)Fruit Extract, Fragari Achiloensis (Strawberry) Fruitextract, Rubus Chamaemorusseed Extract, Phenoxyethanol.']","['High Shine Finish', 'Community Favorite', 'Hydrating', 'Without Phthalates', 'Good for: Dryness', 'Without Parabens']",4.3923,3730,4.391689008042896
P460779,Skinlongevity Long Life Herb Anti-Aging Face Serum,bareMinerals,Skincare,Treatments,Face Serums,65.0,65.0,"['Water (Aqua/Eau), Propanediol, Niacinamide, Ascorbyl Glucoside, Glycerin, Isodecyl Neopentanoate, Squalane, Trehalose, Peucedanum Japonicum Leaf/Stem Extract, Eschscholtzia Californica Leaf Cell Extract, Saccharomyces Ferment Lysate Filtrate, Citrus Unshiu Peel Extract (Citrus Unshiu), Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1, Zingiber Aromaticus Extract, Butylene Glycol, Dimethicone, Potassium Hydroxide, Isostearic Acid, Carbomer, Alcohol, Ethylhexylglycerin, Lauryl Betaine, Behenyl Alcohol, Stearamidopropyl Dimethylamine, Xanthan Gum, Sodium Citrate, Beheneth-20, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tocopherol, Batyl Alcohol, Disodium Edta, Sodium Metaphosphate, Citric Acid, Polysorbate 20, Sodium Metabisulfite, Fragrance (Parfum), Limonene, Linalool, Geraniol, Sodium Lactate, Sodium Benzoate, Phenoxyethanol. May Contain/Peut Contenir (+/-): Iron Oxides (Ci 77491, Ci 77492, Ci 77499).']","['Vegan', 'Good for: Dullness/Uneven Texture', 'Clean at Sephora', 'Good for: Anti-Aging', 'Best for Dry, Combo, Normal Skin', 'Niacinamide']",4.4339,3727,4.433861014220553
P12573,Intense Therapy Lip Balm SPF 25,Jack Black,Skincare,Lip Balms & Treatments,,10.0,10.0,"['Beeswax, Butyrospermum Parkii (Shea) Butter, C 18-38 Alkyl Hydroxystearol Stearate, Camellia Sinenesis (Green Tea) Leaf Extract, Cyclohexasiloxane, Cyclopentasiloxane, Flavor, Lanolin, Microcrystalline Wax, Ozokerite, Persea Gratissima (Avocado) Oil, Polyglyceryl 3 Beeswax, Theobroma Cacao (Cocoa) Seed Butter, Tocopheryl Acetate.']","['Without Parabens', 'Alcohol Free', 'SPF', 'Gluten Free']",4.6818,3593,4.682159755079321
P433520,Magic Cream Moisturizer with Hyaluronic Acid,Charlotte Tilbury,Skincare,Moisturizers,Moisturizers,100.0,100.0,"['Aqua/Water/Eau, C12-15 Alkyl Benzoate, Glyceryl Stearate SE, Butylene Glycol, Glycerin, Olus Oil/Vegetable Oil/Huile Végétale, Isononyl Isononanoate, Cetyl Alcohol, Ethylhexyl Palmitate, Cyclopentasiloxane, Dimethicone, Polyester-7, Phenoxyethanol, Neopentyl Glycol Diheptanoate, Butyrospermum Parkii (Shea) Butter, Steareth-21, Avena Sativa (Oat) Kernel Extract, Carbomer, Dimethiconol, Potassium Cetyl Phosphate, Chlorphenesin, Caprylyl Glycol, Xanthan Gum, Hydrolyzed Viola Tricolor Extract, Allantoin, Aloe Barbadensis (Aloe Vera) Leaf Juice, Disodium EDTA, Tocopheryl Acetate, Camellia Oleifera Seed Oil, Rosa Canina Fruit Oil, Rosa Damascena (Rose) Extract, Sodium Hydroxide, Helianthus Annuus (Sunflower) Seed Oil, Michelia Alba Leaf Oil, Sodium Lactate, Coco-Glucoside, PEG-8, Ethylhexylglycerin, Sodium Hyaluronate, Tocopherol, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1, Ascorbyl Palmitate, Plumeria Rubra Flower Extract, Ascorbic Acid, Citric Acid, Nicotiana Sylvestris Leaf Cell Culture, Linalool, Citronellol, Geraniol.']","['Refill Available', 'Hyaluronic Acid', 'Best for Dry Skin', 'Good for: Anti-Aging', 'Good for: Dryness', 'Without Sulfates SLS & SLES']",4.4045,3471,4.401613367905503
P270594,Vitamin Enriched Face Base Priming Moisturizer,Bobbi Brown,Skincare,Moisturizers,Moisturizers,66.0,66.0,"['Water\\Aqua\\Eau, Cyclopentasiloxane, Bis-Diglyceryl Polyacyladipate-2, Butylene Glycol, Ppg-2 Myristyl Ether Propionate, Cetyl Alcohol, Peg-40 Stearate, Butyrospermum Parkii (Shea Butter), Squalane, Glyceryl Stearate, Sorbitan Stearate, Epilobium Angustifolium Extract, Yeast Extract\\Faex\\Extrait De Levure, Beta-Carotene, Sodium Hyaluronate, Citrus Grandis (Grapefruit) Peel Oil, Tocopheryl Acetate, Methyl Glucose Sesquistearate, Pelargonium Graveolens (Geranium) Flower Oil, Dimethicone Crosspolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Carbomer, Peg-20 Methyl Glucose Sesquistearate, C12-15 Alkyl Ethylhexanoate, Tetrasodium Edta, Sodium Hydroxide, Panthenol, Magnesium Ascorbyl Phosphate, Limonene, Citronellol, Geraniol, Linalool, Chlorphenesin, Phenoxyethanol.']","['Hyaluronic Acid', 'Plumping', 'Vitamin C', 'Hydrating', 'Without Parabens', 'Gluten Free']",4.6058,3440,4.605813953488372
P392246,T.L.C. Framboos Glycolic Resurfacing Night Serum,Drunk Elephant,Skincare,Treatments,Face Serums,90.0,90.0,"['Water/Aqua/Eau, Glycolic Acid, Butylene Glycol, Glycerin, Sodium Hydroxide, Lactic Acid, Salicylic Acid, Tartaric Acid, Vitis Vinifera (Grape) Juice Extract, Aloe Barbadensis Leaf Juice, Opuntia Ficus-Indica Extract, Aesculus Hippocastanum (Horse Chestnut) Seed Extract, Camellia Sinensis Leaf Extract, Rubus Idaeus (Raspberry) Fruit Extract, Saccharomyces Cerevisiae Extract, Buddleja Davidii Meristem Cell Culture, Sclerocarya Birrea Seed Oil, Sodium Hyaluronate Crosspolymer, Allantoin, Hydroxyethylcellulose, Galactoarabinan, Propanediol, Citric Acid, Tetrasodium Glutamate Diacetate, Xanthan Gum, Hexylene Glycol, Phenoxyethanol, Sodium Benzoate, Caprylyl Glycol, Potassium Sorbate, Pentylene Glycol, Sodium Carbonate, Sodium Chloride, Ethylhexylglycerin.']","['Good for: Dullness/Uneven Texture', 'Good for: Pores', 'Clean at Sephora', 'Good for: Anti-Aging', 'AHA/Glycolic Acid', 'Good for: Acne/Blemishes']",4.3492,3437,4.348850741926098
P481817,"Beauty Elixir Prep, Set, Glow Face Mist",Caudalie,Skincare,Moisturizers,Mists & Essences,49.0,49.0,"['Aqua/Water/Eau, Alcohol, Citrus Aurantium Amara (Bitter Orange) Flower Water, Parfum (Fragrance), Rosmarinus Officinalis (Rosemary) Leaf Oil, Potassium Alum, Glycerin, Mentha Piperita (Peppermint) Oil, Commiphora Myrrha Resin Extract, Styrax Tonkinensis Resin Extract, Melissa Officinalis (Balm Mint) Leaf Oil, Citrus Aurantium Amara (Bitter Orange) Flower Oil, Rosa Damascena Flower Oil, Vitis Vinifera (Grape) Fruit Extract, Tocopherol, Benzyl Benzoate, Citral, Citronellol, Geraniol, Farnesol, Limonene, Linalool (010/035).']","['Vegan', 'Good for: Dullness/Uneven Texture', 'Good for: Pores', 'Clean + Planet Positive', 'Fresh Scent', 'Best for Oily, Combo, Normal Skin']",4.2396,3406,4.239870816206694
P467762,Mini Watermelon Glow PHA + BHA Pore-Tight Toner,Glow Recipe,Skincare,Mini Size,,15.0,15.0,"['Opuntia Ficus-Indica (Cactus) Extract, Citrullus Lanatus (Watermelon) Fruit Extract, Glycerin, Hyaluronic Acid, Gluconolactone, Sodium Polyglutamate, Betaine Salicylate, Salix Alba (Willow) Bark Extract, Melaleuca Alternifolia (Tea Tree) Extract, Hibiscus Sabdariffa Flower Extract, Lactobacillus/Watermelon Fruit Ferment Extract, Cucumis Sativus (Cucumber) Fruit Extract, Saccharum Officinarum (Sugarcane) Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Scutellaria Baicalensis Root Extract, Paeonia Suffruticosa Root Extract, Brassica Oleracea Capitata (Cabbage) Leaf Extract, Ipomoea Batatas Root Extract, Sorbitan Oleate, Levulinic Acid, Sodium Levulinate, Fragrance/Parfum.']","['Vegan', 'Community Favorite', 'Clean + Planet Positive']",4.3728,3319,4.368785778849051
P458219,Watermelon Glow PHA + BHA Pore-Tight Toner,Glow Recipe,Skincare,Cleansers,Toners,34.0,34.0,"['Opuntia Ficus-Indica (Cactus) Extract, Citrullus Lanatus (Watermelon) Fruit Extract, Glycerin, Hyaluronic Acid, Gluconolactone, Sodium Polyglutamate, Betaine Salicylate, Salix Alba (Willow) Bark Extract, Melaleuca Alternifolia (Tea Tree) Extract, Hibiscus Sabdariffa Flower Extract, Lactobacillus/Watermelon Fruit Ferment Extract, Cucumis Sativus (Cucumber) Fruit Extract, Saccharum Officinarum (Sugarcane) Extract, Glycyrrhiza Glabra (Licorice) Root Extract, Scutellaria Baicalensis Root Extract, Paeonia Suffruticosa Root Extract, Brassica Oleracea Capitata (Cabbage) Leaf Extract, Ipomoea Batatas Root Extract, Sorbitan Oleate, Levulinic Acid, Sodium Levulinate, Fragrance/Parfum.']","['Hyaluronic Acid', 'Good for: Dullness/Uneven Texture', 'Clean + Planet Positive', 'Good for: Pores', 'Hydrating', 'Salicylic Acid']",4.3728,3319,4.368785778849051
P297516,Checks and Balances Frothy Face Wash,Origins,Skincare,Cleansers,Face Wash & Cleansers,27.0,27.0,"['Water, Lavandula Angustifolia (Lavender) Flower Water, Myristic Acid, Glycerin, Behenic Acid, Sodium Methyl Cocoyl Taurate, Palmitic Acid, Potassium Hydroxide, Lauric Acid, Stearic Acid, Anthemis Nobilis Flower Oil *, Mentha Viridis (Spearmint) Leaf Oil*, Pelargonium Graveolens Flower Oil*, Lavandula Hybrida Oil*, Citrus Aurantium Bergamia (Bergamot) Fruit Oil*, Styrax Benzoin Gum, Linalool, Peg-3 Distearate, Tourmaline, Laminaria Saccharina Extract, Hydrolyzed Wheat Protein, Cetearyl Alcohol, Polyquaternium-7, Butylene Glycol, Disodium Edta, Methylchloroisothiazolinone, Methylisothiazolinone.']","['Vegan', 'Best for Combination Skin', 'Community Favorite', 'Oil Free']",4.2888,3284,4.28836784409257
P454380,Unseen Sunscreen SPF 40 PA+++,Supergoop!,Skincare,Sunscreen,Face Sunscreen,48.0,48.0,"['Avobenzone, 3%, Homosalate 8%, Octisalate 5%, Octocrylene 4%, Isododecane, Dimethicone Crosspolymer, Dimethicone/Bis-Isobutyl PPG-20 Crosspolymer, Polymethylsilsesquioxane, Isohexadecane, Dicaprylyl Carbonate, Meadowfoam Estolide, Caprylic/Capric Triglyceride, Polyester-7, Neopentyl Glycol Diheptanoate, Lithothamnion Calcareum Extract, Caprylyl Glycol, Butyrospermum Parkii (Shea) Butter, Jojoba Esters, Mannitol, Olibanum, Lecithin, Microcrystalline Cellulose, Diatomaceous Earth, Zinc Sulfate, Silica, Tocopherol.']","['Natural Finish', 'allure 2019 Best of Beauty Award Winner', 'Clean at Sephora', 'Oil Free', 'SPF']",4.26,3267,4.259871441689624
P470255,Mini Unseen Sunscreen SPF 40 PA+++,Supergoop!,Skincare,Mini Size,,22.0,22.0,"['Avobenzone, 3%, Homosalate 8%, Octisalate 5%, Octocrylene 4%, Isododecane, Dimethicone Crosspolymer, Dimethicone/Bis-Isobutyl PPG-20 Crosspolymer, Polymethylsilsesquioxane, Isohexadecane, Dicaprylyl Carbonate, Meadowfoam Estolide, Caprylic/Capric Triglyceride, Polyester-7, Neopentyl Glycol Diheptanoate, Lithothamnion Calcareum Extract, Caprylyl Glycol, Butyrospermum Parkii (Shea) Butter, Jojoba Esters, Mannitol, Olibanum, Lecithin, Microcrystalline Cellulose, Diatomaceous Earth, Zinc Sulfate, Silica, Tocopherol.']","['Natural Finish', 'allure 2019 Best of Beauty Award Winner', 'Clean at Sephora', 'Oil Free', 'SPF']",4.2604,3265,4.2603369065849925
P442563,AHA 30% + BHA 2% Exfoliating Peeling Solution,The Ordinary,Skincare,Treatments,Facial Peels,9.5,9.5,"['Glycolic Acid, Aqua (Water), Aloe Barbadensis Leaf Water, Sodium Hydroxide, Daucus Carota Sativa Extract, Propanediol, Cocamidopropyl Dimethylamine, Salicylic Acid, Potassium Citrate, Lactic Acid, Tartaric Acid, Citric Acid, Panthenol, Sodium Hyaluronate Crosspolymer, Tasmannia Lanceolata Fruit/Leaf Extract, Glycerin, Pentylene Glycol, Xanthan gum, Polysorbate 20, Trisodium Ethylenediamine Disuccinate, Potassium Sorbate, Sodium Benzoate, Ethylhexylglycerin, 1,2-Hexanediol, Caprylyl Glycol.']","['Vegan', 'Community Favorite', 'AHA/Glycolic Acid', 'Oil Free', 'Without Silicones']",4.5734,3242,4.5715607649599015
P480612,Santorini Grape Poreless Skin Cream,KORRES,Skincare,Moisturizers,Moisturizers,38.5,38.5,"['Aqua/Water/Eau, Glycerin, Simmondsia Chinensis (Jojoba) Seed Oil, C12-15 Alkyl Benzoate, Dicaprylyl Carbonate, Ammonium Acryloyldimethyltaurate/Vp Copolymer, Dicaprylyl Ether, Macadamia Integrifolia (Macadamia) Seed Oil, Potassium Cetyl Phosphate, Vitis Vinifera (Grape) Fruit Extract*, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Ascorbyl Palmitate, Calendula Officinalis Extract, Caprylyl Glycol, Citric Acid, Cyclodextrin, Epilobium Fleischeri Flower/Leaf/Stem Extract, Glyceryl Stearate, Glycine Soja (Soybean) Oil, Helianthus Annuus (Sunflower) Seed Oil, Lactic Acid, Olea Europaea (Olive) Fruit Oil, Panthenol, Persea Gratissima (Avocado) Oil, Phytosterols, Punica Granatum Fruit Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Sodium Gluceptate, Sodium Hyaluronate, Sodium Hydroxide, Sorbitan Oleate, Tocopherol, Tocopheryl Acetate, Troxerutin, Phenoxyethanol, Potassium Sorbate, Salicylic Acid, Sodium Benzoate, Parfum/Fragrance.']","['Vegan', 'Hyaluronic Acid', 'Good for: Pores', 'Clean at Sephora', 'Salicylic Acid', 'Cruelty-Free']",4.4026,3167,4.402589201136722
P441101,The Dewy Skin Cream Plumping & Hydrating Moisturizer,Tatcha,Skincare,Moisturizers,Moisturizers,70.0,70.0,"['Aqua/Water/Eau, Saccharomyces/Rice Ferment Filtrate, Glycerin, Propanediol, Dimethicone, Squalane, Diisostearyl Malate, Behenyl Alcohol, Myristyl Myristate, Dipentaerythrityl Hexahydroxystearate, Bis-Diglyceryl Polyacyladipate-2, Tridecyl Trimellitate, Inositol, Sorbitan Tristearate, Beheneth-20, Camellia Sinensis Leaf Extract, Cladosiphon Okamuranus Extract, Chondrus Crispus Extract, Betaphycus Gelatinum Extract, Oryza Sativa (Rice) Bran Extract, Panax Ginseng Root Extract, Origanum Majorana Leaf Extract, Thymus Serpyllum Extract, Malva Sylvestris (Mallow) Flower Extract, Sodium Hyaluronate, Gold, Sericin, Phytosteryl Macadamiate, Tocopherol, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Sorbitan Isostearate, Polysorbate 60, Butylene Glycol, Dimethicone/Vinyl Dimethicone Crosspolymer, Sodium Benzoate, Gluconolactone, Ethylhexylglycerin, Parfum/Fragrance, Alcohol, Phenoxyethanol, Citral, Limonene, Linalool, Mica, Tin Oxide, Titanium Dioxide (Ci 77891), Violet 2 (Ci 60725)']","['Hyaluronic Acid', 'Community Favorite', 'Plumping', 'Hydrating', 'Clean at Sephora', 'Good for: Dryness']",4.1023,3160,4.1044303797468356
P232903,EradiKate Acne Treatment,Kate Somerville,Skincare,Treatments,Blemish & Acne Treatments,28.0,28.0,"['Isopropyl Alcohol, Aqua/Water/Eau, Zinc Oxide, Sulfur, Camphor, Magnesium Aluminum Silicate, Salicylic Acid, CI 77491 (Iron Oxides).']","['Good for: Acne/Blemishes', 'Salicylic Acid', 'Best for Oily, Combo, Normal Skin', 'Cruelty-Free']",4.2243,3153,4.224230891214716
P378852,GinZing Ultra-Hydrating Energy-Boosting Cream,Origins,Skincare,Moisturizers,Moisturizers,36.0,36.0,,"['Vegan', 'Good for: Dullness/Uneven Texture', 'Clean at Sephora']",4.401,3135,4.400956937799043
P456207,Greek Yoghurt Nourishing Probiotic Gel-Cream,KORRES,Skincare,Moisturizers,Moisturizers,38.5,38.5,"['Water, Propanediol, Glycerin, Sodium Acrylates Copolymer, C13-15 Alkane, Caprylic/Capric/Myristic/Stearic Triglyceride, Coco-Caprylate, Hexyldecyl Stearate, Passiflora Incarnata Seed Oil, Aloe Barbadensis Leaf Juice Powder, Algin, Alpha-Glucan Oligosaccharide, Ascorbic Acid, Behenyl Alcohol, Bisabolol, Caprylyl Glycol, Cellulose Gum, Cetearyl Alcohol, Chlorella Vulgaris Extract, Disodium Phosphate, Glyceryl Caprylate, Glyceryl Polyacrylate, Glyceryl Stearate Citrate, Hydrogenated Ethylhexyl Olivate, Hydrogenated Olive Oil Unsaponifiables, Hydrolyzed Sodium Hyaluronate, Lactic Acid, Lactobacillus, Laminaria Digitata Extract, Lecithin, Lonicera Caprifolium (Honeysuckle) Flower Extract, Lonicera Japonica (Honeysuckle) Flower Extract, Maltodextrin, Sea Water, Menthyl Lactate, Microcrystalline Cellulose, Panthenol, Pentylene Glycol, Phenethyl Alcohol, Polyacrylate Crosspolymer-6, Polyglyceryl-3 Diisostearate, Polymnia Sonchifolia Root Juice, Potassium Phosphate, Pullulan, Saccharide Isomerate, Salvia Hispanica Seed Oil, Serine, Sodium Carboxymethyl Beta-Glucan, Sodium Hyaluronate, Tetrasodium Glutamate Diacetate, Tocopheryl Acetate, Trehalose, Tridecane, Undecane, Urea, Xanthan Gum, Yogurt, Yogurt Powder, Zingiber Officinale (Ginger) Root Extract, Benzyl Alcohol, Phenoxyethanol, Salicylic Acid, Sorbic Acid, Fragrance.']",,4.348,3109,4.347700225152782
P478030,Mini Oat Cleansing Balm,The INKEY List,Skincare,Cleansers,Face Wash & Cleansers,5.99,5.99,"['Prunus Amygdalus Dulcis (Sweet Almond) Oil, Cetearyl Alcohol, PEG-6 Caprylic/Capric Glycerides, Avena Sativa (Oat) Kernel Oil, Candelilla Cera (Cire de candelilla), Silica, Sorbitan Stearate, Tribehenin, PEG-60 Almond Glycerides, Avena Sativa (Oat) Kernel Flour, Aqua (Water/Eau), Benzyl Alcohol, Phenoxyethanol, Lecithin, 1,2-Hexanediol, Ascorbyl Palmitate, Tocopherol, Biosaccharide Gum-4, Helianthus Annuus (Sunflower) Seed Oil.']","['allure 2020 Best of Beauty Award Winner', 'Best for Normal Skin', 'Good for: Redness', 'Community Favorite', 'Clean at Sephora', 'Good for: Dryness']",3.6098,3000,3.604
P455364,Oat Cleansing Balm,The INKEY List,Skincare,Cleansers,Face Wash & Cleansers,11.99,11.99,"['Prunus Amygdalus Dulcis (Sweet Almond) Oil, Cetearyl Alcohol, PEG-6 Caprylic/Capric Glycerides, Avena Sativa (Oat) Kernel Oil, Candelilla Cera (Cire de candelilla), Silica, Sorbitan Stearate, Tribehenin, PEG-60 Almond Glycerides, Avena Sativa (Oat) Kernel Flour, Aqua (Water/Eau), Benzyl Alcohol, Phenoxyethanol, Lecithin, 1,2-Hexanediol, Ascorbyl Palmitate, Tocopherol, Biosaccharide Gum-4, Helianthus Annuus (Sunflower) Seed Oil.']","['allure 2020 Best of Beauty Award Winner', 'Best for Normal Skin', 'Good for: Redness', 'Community Favorite', 'Clean at Sephora', 'Good for: Dryness']",3.6098,3000,3.604
